Node,NumThreads,Load,Algorithm,Time
B,2,200,Algoritmo_1, 0.019025 

B,2,200,Algoritmo_1, 0.019138 

B,2,200,Algoritmo_1, 0.019210 

B,2,200,Algoritmo_1, 0.021643 

B,2,200,Algoritmo_1, 0.022713 

B,4,200,Algoritmo_1, 0.015772 

B,4,200,Algoritmo_1, 0.014956 

B,4,200,Algoritmo_1, 0.011192 

B,4,200,Algoritmo_1, 0.014103 

B,4,200,Algoritmo_1, 0.015021 

B,4,200,Algoritmo_1, 0.013471 

B,4,200,Algoritmo_1, 0.014478 

B,4,200,Algoritmo_1, 0.011658 

B,4,200,Algoritmo_1, 0.014222 

B,4,200,Algoritmo_1, 0.014531 

B,4,200,Algoritmo_1, 0.014225 

B,4,200,Algoritmo_1, 0.010228 

B,4,200,Algoritmo_1, 0.015188 

B,4,200,Algoritmo_1, 0.014859 

B,4,200,Algoritmo_1, 0.012973 

B,4,200,Algoritmo_1, 0.015126 

B,4,200,Algoritmo_1, 0.015917 

B,4,200,Algoritmo_1, 0.014861 

B,4,200,Algoritmo_1, 0.015278 

B,4,200,Algoritmo_1, 0.014512 

B,4,200,Algoritmo_1, 0.013238 

B,4,200,Algoritmo_1, 0.010747 

B,4,200,Algoritmo_1, 0.014774 

B,4,200,Algoritmo_1, 0.014492 

B,4,200,Algoritmo_1, 0.013879 

B,4,200,Algoritmo_1, 0.014299 

B,4,200,Algoritmo_1, 0.013207 

B,4,200,Algoritmo_1, 0.013893 

B,4,200,Algoritmo_1, 0.013038 

B,4,200,Algoritmo_1, 0.014417 

B,4,200,Algoritmo_1, 0.013285 

B,4,200,Algoritmo_1, 0.013753 

B,4,200,Algoritmo_1, 0.014081 

B,4,200,Algoritmo_1, 0.013795 

B,4,200,Algoritmo_1, 0.013565 

B,4,200,Algoritmo_1, 0.015003 

B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
